title,tags,vote_average,popularity
The Iceman,thriller crime drama new jersey restaurant hitman van arrest michael shannon winona ryder ray liotta chris evans david schwimmer ariel vromen the true story of richard kuklinski the notorious contract killer and family man,6.4,19.494703
Cecil B. Demented,thriller comedy crime heroin blindfold bong perversion burned alive melanie griffith stephen dorff alicia witt adrian grenier lawrence gilliard jr john waters an insane independent film director and his renegade group of teenage film makers kidnap an a list hollywood actress and force her to star in their underground film,6.2,4.1760660000000005
Killer Joe,crime drama thriller trailer park gun texas deal psychopath matthew mcconaughey emile hirsch thomas haden church gina gershon juno temple william friedkin a cop matthew mcconaughey who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer emile hirsch in exchange for a tumble with the young man s virginal sister juno temple,6.5,16.436177999999998
The Joneses,comedy drama independent film duringcreditsstinger david duchovny demi moore amber heard benjamin hollingsworth lauren hutton derrick borte a seemingly perfect family moves into a suburban neighborhood but when it comes to the truth as to why they re living there they don t exactly come clean with their neighbors,6.1,14.979375
Owning Mahowny,crime drama thriller female nudity gambling casino nudity banker philip seymour hoffman minnie driver john hurt maury chaykin ian tracey richard kwietniowski dan mahowny was a rising star at the canadian imperial bank of commerce at twenty four he was assistant manager of a major branch in the heart of toronto s financial district to his colleagues he was a workaholic to his customers he was astute decisive and helpful to his friends he was a quiet but humorous man who enjoyed watching sports on television to his girlfriend he was shy but engaging none of them knew the other side of dan mahowny the side that executed the largest single handed bank fraud in canadian history grossing over 10 million in eighteen months to feed his gambling obsession,6.8,8.045488
The Brothers Solomon,comedy brother brother relationship jealousy pregnancy and birth autoritian education arctic will arnett will forte kristen wiig chi mcbride lee majors bob odenkirk a pair of well meaning but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild,4.9,8.312153
My Blueberry Nights,drama romance usa kaffeehaus poker lovesickness waitress norah jones jude law natalie portman david strathairn rachel weisz wong kar wai elizabeth has just been through a particularly nasty breakup and now she s ready to leave her friends and memories behind as she chases her dreams across the country in order to support herself on her journey elizabeth picks up a series of waitress jobs along the way as elizabeth crosses paths with a series of lost souls,6.0,10.733761
Illuminata,drama playwright critic theater john turturro christopher walken susan sarandon rufus sewell beverly d angelo john turturro it s the start of the 20th century and tuccio resident playwright of a theatre repertory company offers the owners of the company his new play illuminata they reject it saying it s not finished and intrigue starts that involves influential critic bevalaqua theatre star celimene young lead actors and other theatre residents,6.3,0.111313
Swept Away,comedy romance adultery island shipwreck tropical island madonna adriano giannini bruce greenwood elizabeth banks michael beattie guy ritchie stranded and alone on a desert island during a cruise a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue,4.8,4.570043
"War, Inc.",action adventure comedy thriller hitman political satire john cusack hilary duff marisa tomei joan cusack dan aykroyd joshua seftel war inc is set in the future when the fictional desert country of turaqistan is torn by a riot after a private corporation tamerlane owned by the former vice president of the united states has taken over the whole country brand hauser a hit man who suppresses his emotions by gobbling down hot sauce is hired by the corporation s head to kill the ceo of their competitors,5.6,6.265658999999999
Shaolin Soccer,action comedy martial arts stadium champion shaolin steel helmet stephen chow ng man tat patrick tse yin zhao wei wong yat fei stephen chow a young shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage,6.6,17.54768
The Brown Bunny,drama rape ambulance ex girlfriend memory unsimulated sex vincent gallo chlo u00eb sevigny cheryl tiegs elizabeth blake anna vareschi vincent gallo bud clay races motorcycles in the 250cc formula ii class of road racing after a race in new hampshire he has five days to get to his next race in california during his road trip he is haunted by memories of the last time he saw daisy his true love,5.5,3.4121620000000004
Rosewater,drama prison biography reporter interrogation iran gael garc u00eda bernal shohreh aghdashloo jason jones haluk bilginer nasser faris jon stewart in 2009 iranian canadian journalist maziar bahari was covering iran s volatile elections for newsweek one of the few reporters living in the country with access to us media he made an appearance on the daily show with jon stewart in a taped interview with comedian jason jones the interview was intended as satire but if the tehran authorities got the joke they didn t like it and it would quickly came back to haunt bahari when he was rousted from his family home and thrown into prison making his directorial debut jon stewart tells the tale of bahari s months long imprisonment and interrogation in this powerful and affecting docudrama featuring a potent and performance by gael garc a bernal recounting bahari s efforts to maintain his hope and his sanity in the face of isolation and persecution through memories of his family recollections of the music he loves and thoughts of his wife and unborn child,6.5,5.75555
Coriolanus,drama thriller senate general market rivalry tragedy gerard butler ralph fiennes lubna azabal ashraf barhom jessica chastain ralph fiennes caius martius aka coriolanus is an arrogant and fearsome general who has built a career on protecting rome from its enemies pushed by his ambitious mother to seek the position of consul coriolanus is at odds with the masses and unpopular with certain colleagues when a riot results in his expulsion from rome coriolanus seeks out his sworn enemy tullus aufidius together the pair vow to destroy the great city,5.9,7.554799000000001
Imaginary Heroes,comedy drama suicide suicide mission sigourney weaver ryan donowho emile hirsch jeff daniels michelle williams dan harris matt travis is good looking popular and his school s best competitive swimmer so everyone is shocked when he inexplicably commits suicide as the following year unfolds each member of his family struggles to recover from the tragedy with mixed results,6.3,2.85283
High Heels and Low Lifes,action crime comedy nurse blackmail teacher best friend bank robbery minnie driver mary mccormack kevin mcnally danny dyer michael gambon mel smith a nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist she and the friend then conspire to blackmail the robbers for 2 million,6.4,1.769593
World's Greatest Dad,comedy romance male nudity poetry adolescence lie nudity robin williams alexie gilmore daryl sabara geoff pierson henry simmons bobcat goldthwait robin williams stars as lance clayton a man who has learned to settle he dreamed of being a rich and famous writer but has only managed to make it as a high school poetry teacher his only son kyle daryl sabara is an insufferable jackass who won t give his father the time of day he is dating claire alexie gilmore the school s adorable art teacher but she doesn t want to get serious,6.5,9.805551
Severance,horror comedy thriller will to survive killer forced retirement defence company jump the shark danny dyer laura harris toby stephens tim mcinnerny babou ceesay christopher smith members danny dyer laura harris tim mcinnerny of the palisades defense corp sales group arrive in europe for a team building exercise a fallen tree blocks the route and they must hike to their destination however a psychotic killer lurks in the woods and he has a horrible fate in mind for each of the co workers,6.4,12.898984
Edmond,drama thriller new york sex shop prostitute sex fortune teller william h macy joe mantegna denise richards mena suvari bokeem woodbine stuart gordon seemingly mild mannered businessman edmond burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life encounters with strangers and unsavory people weaken the barriers encompassing his long suppressed rage until edmond explodes in violence,6.0,2.803642
Welcome to the Rileys,drama prostitute rape stripper independent film teenage girl kristen stewart james gandolfini melissa leo joe chrest ally sheedy jake scott years after their teenage daughter s death lois and doug riley an upstanding indiana couple are frozen by estranging grief doug escapes to new orleans on a business trip compelled by urgencies he doesn t understand he insinuates himself into the life of an underage hooker becoming her platonic guardian,6.4,6.085879
Police Academy: Mission to Moscow,comedy crime video game mafia police academy moscow commandant george gaynes g w bailey leslie easterbrook michael winslow david graf alan metter the russians need help in dealing with the mafia and so they seek help with the veterans of the police academy they head off to moscow in order to find evidence against konstantin konali who marketed a computer game that everyone in the world is playing,4.1,11.946898
Cinco de Mayo: La Batalla,war history drama mexican christian vazquez liz gallardo ang u00e9lica arag u00f3n kuno becker gin u00e9s garc u00eda mill u00e1n rafa lara on may 5th 1862 a few thousand mexican soldiers put their lives on the line against the world s largest and most powerful army in one legendary battle for freedom and for mexico,5.8,0.072085
Elsa & Fred,comedy family romance widower shirley maclaine christopher plummer chris noth marcia gay harden scott bakula michael radford aged embittered widower fred learns to enjoy life thanks to his elderly yet vibrant neighbor elsa upon learning elsa is terminally ill fred takes her to the fontana di trevi in rome in order to reenact her favorite scene from la dolce vita,6.2,2.849895
"An Alan Smithee Film: Burn, Hollywood, Burn",comedy alan smithee jackie chan sylvester stallone whoopi goldberg eric idle ryan o neal alan smithee filmmaker alan smithee finds himself the unwilling puppet of a potentially bad big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy,3.0,0.666218
The Open Road,comedy drama romance independent film justin timberlake jeff bridges kate mara harry dean stanton mary steenburgen michael meredith minor leaguer carlton garret takes an unexpected road trip to track down his estranged father legendary baseball player kyle garret when carlton s mother becomes sick once reunited carlton struggles to deal with the series of misadventures caused by his father s antics attempts at bonding come to a head as the mismatched duo make their way from ohio back home to houston to reunite the family,4.8,1.388136
The Good Guy,comedy romance independent film alexis bledel colin egglesfield anna chlumsky andrew mccarthy scott porter julio depietro ambitious young manhattanite and urban conservationist beth bledel wants it all a good job good friends and a good guy to share the city with of course that last one is often the trickiest of all beth falls hard for tommy porter a sexy young wall street hot shot but just as everything seems to be falling into place complications arise in the form of tommy s sensitive and handsome co worker daniel greenberg beth soon learns that the game of love in the big city is a lot like wall street high risk high reward and everybody has an angle,5.4,2.631688
Motherhood,comedy drama mother role blog woman director uma thurman minnie driver anthony edwards david schallipp matthew schallipp katherine dieckmann motherhood is a comedy written and directed by katherine dieckmann and stars uma thurman anthony edwards and minnie driver shot on location in new york s west village focuses on the dilemmas of motherhood such as marriage work and self shown in the trials and tribulations of one pivotal day,4.7,10.955567
Free Style,drama family duringcreditsstinger corbin bleu sandra echeverr u00eda madison pettis william dear cale bryant is determined to win a coveted spot on the grand national motocross racing team with the support of his loving mother precocious little sister and new girlfriend cale proves against all odds that he has the heart the willpower and the courage never to give up on his dream,5.8,0.122874
Strangerland,drama thriller australia missing child outback alcoholic drink troubled marriage nicole kidman joseph fiennes hugo weaving lisa flanagan megan alston kim farrant newly arrived to a remote desert town catherine and matthew are tormented by a suspicion when their two teenage children mysteriously vanish,5.1,5.1456550000000005
Blonde Ambition,comedy romance stripper friends best friend jessica simpson luke wilson rachael leigh cook penelope ann miller andy dick scott marshall smith a young professional woman simpson unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega conglomerate,3.9,3.064563
The Oxford Murders,crime mystery thriller mathematician mathematics oxford symbol triangle elijah wood john hurt leonor watling julie cox jim carter u00c1lex de la iglesia at oxford university a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols,5.7,9.318033
The Reef,drama horror thriller boat boat accident underwater shark great white shark adrienne pickering zoe naylor gyton grantley damian walshe howling kieran darcy smith andrew traucki a great white shark hunts the crew of a capsized sailboat along the great barrier reef,5.4,7.245108
Eulogy,comedy drama family secrets dysfunctional family independent film death in family family conflict hank azaria jesse bradford zooey deschanel glenne headly famke janssen michael clancy a black comedy that follows three generations of a family who come together for the funeral of the patriarch unveiling a litany of family secrets and covert relationships,6.4,9.085482
White Noise 2: The Light,thriller drama horror fantasy suicide murder nathan fillion katee sackhoff craig fairbrass adrian holmes teryl rothery patrick lussier a man s family brought back from the verge of death he then discovers he can identify people who are about to die,5.6,6.814247
Beat the World,music drama sporting event tyrone brown mishael morgan nikki grant chase armitage ray johnson robert adetuyi three dance crews one latin american one european and one canadian prepare to battle at the international beat the world competition in detroit along the way they struggle with gambling debt bad break ups and their own egos in the final showdown to become world champions they find that their lifelong hopes dreams and even lives are at stake,4.3,2.873796
Fifty Dead Men Walking,action thriller ira slot machine riot police woman director ben kingsley jim sturgess kevin zegers rose mcgowan tom collins kari skogland based on martin mcgartland s real life story as a informant for the british police to spy on the ira taking place from 1987 1991 martin jim sturgess works his way up the ranks of the ira while keeping his informant with the police fergis ben kingsley at bay in the process he saved numerous lives and is still in hiding from the ira today,6.1,4.481897
Jungle Shuffle,family animation adventure poacher jungle drake bell rob schneider brianne siddall joey d auria jessica dicicco taedong park in this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client,6.5,1.413934
Adam Resurrected,drama war holocaust nazis israeli jeff goldblum willem dafoe derek jacobi ayelet zurer hana laslo paul schrader before the war in berlin adam was an entertainer cabaret impresario magician musician loved by all until he finds himself in a concentration camp confronted by commandant klein adam survives the camp by becoming the klein s dog entertaining him while his wife and daughter are sent off to die adam resurrected is the story of a man who once was a dog who meets a dog who once was a boy,6.4,2.574014
Of Horses and Men,drama romance comedy horse snow storm icelandic ingvar eggert sigur u00f0sson charlotte b u00f8ving steinn u00c1rmann magn u00fasson kristbj u00f6rg kjeld helgi bj u00f6rnsson benedikt erlingsson a country romance about the human streak in the horse and the horse in the human love and death become interlaced and with terrible consequences the fortunes of the people in the country through the horses perception,6.9,1.617943
It's a Wonderful Afterlife,comedy romance london england indian lead murder matchmaking ghost shabana azmi goldy notay sendhil ramamurthy sally hawkins mark addy gurinder chadha indian mother mrs sethi s azmi obsession with marrying off her daughter turns murderous with jokes that routinely miss the mark and cringeworthy slapstick this black comedy farce shouldn t work somehow though it does c empire magazine,4.3,1.259968
The Devil's Tomb,action horror thriller science fiction duct tape gag bandana headshot camoflage uniform sadistic laughter cuba gooding jr ray winstone ron perlman taryn manning stephanie jacobsen jason connery captain mack leads an elite military unit on a search for a missing scientist and comes face to face with an an ancient evil lying beneath the middle eastern desert evil that is not of this world evil that should never be unearthed,4.0,5.099472
Partition,drama foreign romance drama independent film kristin kreuk jimi mistry neve campbell john light irrfan khan vic sarin determined to leave the ravages of war behind 38 year old gian singh resigns from the british indian army to a quiet life his world is soon thrown in turmoil when he suddenly finds himself responsible for the life of a 17 year old girl traumatized by the events that separated her from her family,6.4,2.131524
Good Intentions,comedy independent film luke perry leann rimes jimmi simpson jim issa meet etta milford loving wife doting mother armed robber etta s husband constantly blows their money on make shift inventions when she decides to secretly take investment matters into her own hands things quickly go awry with their savings gone her husband suspicious and their children out of control etta concocts a scheme to get back their money and save her family,5.0,0.304566
"The Good, The Bad, The Weird",action adventure comedy western gunslinger gun song kang ho lee byung hun jung woo sung yoon je moon song young chang kim jee woon the story of three korean outlaws in 1930s manchuria and their dealings with the japanese army and chinese and russian bandits the good a bounty hunter the bad a hitman and the weird a thief battle the army and the bandits in a race to use a treasure map to uncover the riches of legend,7.1,11.847324
Nurse 3-D,horror thriller nurse sexual murder revenge lesbian relationship dark comedy paz de la huerta katrina bowden kathleen turner judd nelson boris kodjoe douglas aarniokoski abby russell a beautiful dedicated nurse with a sinister side has a secret life in which she targets and punishes dishonest men,4.9,10.013629
Gunless,drama action comedy western gunslinger bounty hunter blacksmith duel wild west sienna guillory tyler mane callum keith rennie dustin milligan graham greene william phillips a quiet and peaceful community in the dominion of canada is shaken up by the arrival of a wounded and stinky gun toting american cowboy simply known as the montana kid wanted for the alleged killing of seven men a subsequent clarification reveals that his real name is sean rafferty and he admits to killing not seven but eleven men things only get worse after sean gets in the bad books of the local militia and with armed bounty hunters hot on his trail challenges the local unarmed blacksmith jack smith to a duel wild west style written by rajoo,6.7,3.753703
Adventureland,comedy comedy cheating on partner amusement park summer job carny jesse eisenberg kristen stewart martin starr kristen wiig bill hader greg mottola in the summer of 1987 a college graduate takes a nowhere job at his local amusement park only to find it s the perfect course to get him prepared for the real world,6.4,19.978021
The Lost City,drama romance cuba fidel castro che guevara andy garc u00eda richard bradford nestor carbonell enrique murciano dominik garc u00eda lorido andy garc u00eda in havana cuba in the late 1950 s a wealthy family one of whose sons is a prominent nightclub owner is caught in the violent transition from the oppressive regime of batista to the marxist government of fidel castro castro s regime ultimately leads the nightclub owner to flee to new york,6.0,3.5885290000000003
Next Friday,comedy prison repayment gang war boy gang revenge ice cube mike epps justin pierce john witherspoon don curry steve carr ice cube returns as craig jones a streetwise man from south central los angeles who has a knack for getting into trouble this time out craig is still trying to outsmart neighborhood bully debo tommy tiny lister jr after craig gets the better of debo in a fist fight debo is determined to flatten craig in a rematch looking to stay out of debo s way craig s dad decides that it would be a good idea for craig to hide out with his uncle elroy and cousin day day in rancho cucamonga but trouble seems to find him there also,6.4,9.337388
American Heist,action brother brother relationship robbery bank hayden christensen adrien brody jordana brewster akon laura cayouette sarik andreasyan two brothers both with troubled paths find themselves in the middle of one last bank job,4.3,11.431434
You Only Live Twice,action thriller adventure london england japan england assassination helicopter sean connery akiko wakabayashi karin dor mie hama tetsur u014d tamba lewis gilbert a mysterious space craft kidnaps a russian and american space capsule and brings the world on the verge of another world war james bond investigates the case in japan and meets with his archenemy blofeld the fifth film from the legendary james bond series starring sean connery as the british super agent,6.5,28.675890999999996
Amour,drama romance nurse music teacher aging daughter music emmanuelle riva jean louis trintignant isabelle huppert william shimell rita blanco michael haneke georges and anne are in their eighties they are cultivated retired music teachers their daughter who is also a musician lives abroad with her family one day anne has a stroke and the couple s bond of love is severely tested,7.5,17.151293
Poltergeist III,horror thriller chicago religion and supernatural supernatural powers devil demon tom skerritt nancy allen heather o rourke lara flynn boyle kipley wentz gary sherman carol anne has been sent to live with her aunt and uncle in an effort to hide her from the clutches of the ghostly reverend kane but he tracks her down and terrorises her in her relatives appartment in a tall glass building will he finally achieve his target and capture carol anne again or will tangina be able yet again to thwart him,4.5,11.225044
Re-Kill,horror science fiction reality tv conspiracy zombie zombie apocalypse roger cross scott adkins daniella alonso bruce payne jesse garcia valeri milev five years after a zombie outbreak the men and women of r division hunt down and destroy the undead when they see signs of a second outbreak they fear humanity may not survive,4.9,5.346205
"It's a Mad, Mad, Mad, Mad World",action adventure comedy crime competition prison california chase humor spencer tracy milton berle sid caesar buddy hackett mickey rooney stanley kramer a group of strangers come across a man dying after a car crash who proceeds to tell them about the 350 000 he buried in california what follows is the madcap adventures of those strangers as each attempts to claim the prize for himself,7.0,14.562991
Volver,comedy drama romance child abuse rape fire sexual abuse madrid pen u00e9lope cruz carmen maura lola due u00f1as blanca portillo yohana cobo pedro almod u00f3var raimunda pen lope cruz works and lives madrid with her husband paco and daughter paula her sister sole lola due as lives nearby and they both miss their mother irene carmen maura who died several years ago in a house fire along with their father a former neighbor from their hometown reports that she has seen the ghost of irene and both daughters do not believe her after a murder and a family tragedy irene s spirit materializes around her daughters to help comfort them,7.3,19.747809
Heavy Metal,animation science fiction flying car taxi heavy metal cult favorite midnight movie rodger bumpass jackie burroughs joe flaherty harold ramis john candy gerald potterton a glowing orb terrorizes a young girl with a collection of stories of dark fantasy eroticism and horror,6.2,12.928269
Gentlemen Broncos,action comedy thriller writing plagiarism independent film homeschooling aftercreditsstinger michael angarano sam rockwell clive revill jemaine clement jennifer coolidge jared hess a teenager attends a fantasy writers convention where he discovers his idea has been stolen by an established novelist,6.2,3.193777
Richard III,drama war england shakespeare kidnapping murder king ian mckellen annette bening jim broadbent kristin scott thomas adrian dunbar richard loncraine shakespeare s play transplanted into a 1930s setting,6.9,5.107235
Into the Grizzly Maze,action horror thriller grizzly bear wilderness forest alaska survival james marsden thomas jane piper perabo scott glenn michaela mcmanus david hackl two estranged brothers reunite at their childhood home in the alaskan wild they set out on a two day hike and are stalked by an unrelenting grizzly bear,5.1,10.073144
Melancholia,drama science fiction wedding reception power outage destruction of planet wedding toast kirsten dunst charlotte gainsbourg kiefer sutherland charlotte rampling john hurt lars von trier two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with earth,7.0,36.173598
Red Dog,drama comedy family 1970s human animal relationship australia grief search josh lucas rachael taylor rohan nichol luke ford arthur angel kriv stenders based on the legendary true story of the red dog who united a disparate local community while roaming the australian outback in search of his long lost master,7.1,5.499412
Jab Tak Hai Jaan,drama romance bollywood fall in love shah rukh khan katrina kaif anushka sharma anupam kher bindal parikh yash chopra an ex army man leading a double life in london must choose between his wife and muse jab tak hai jaan movie is a love triangle and also marks the return of yash chopra as a director after eight years in jab tak hai jaan shahrukh khan plays the character of samar who is an angry unforgiving with loads of emotional baggage his role will span two ages one in his late twenties as a musician based in london and the other at an older age as an introverted composed dutiful army officer in kashmir katrina as meera play as a seductress an unattainable beauty and anushka as akira who is 21 year old and works for discovery channel and makes documentaries,7.3,5.900535
Alien,horror action thriller science fiction android countdown space marine space suit beheading tom skerritt sigourney weaver veronica cartwright harry dean stanton john hurt ridley scott during its return to the earth commercial spaceship nostromo intercepts a distress signal from a distant planet when a three member team of the crew discovers a chamber containing thousands of eggs on the planet a creature inside one of the eggs attacks an explorer the entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed,7.9,94.184658
The Texas Chain Saw Massacre,horror gas station texas van gore midnight movie marilyn burns allen danziger paul a partain william vail teri mcminn tobe hooper five friends visiting their grandfather s house in the country are hunted and terrorized by a chain saw wielding killer and his family of grave robbing cannibals,7.2,29.262427
The Runaways,drama music women 1970s publicity iron music dakota fanning kristen stewart michael shannon riley keough stella maeve floria sigismondi joan jett and cherie currie two rebellious teenagers from southern california become the frontwomen for the runaways the now legendary group that paved the way for future generations of female rockers under the svengalilike influence of impresario kim fowley the band becomes a huge success,6.3,17.611971
Fiddler on the Roof,drama romance tradition dream musical pogrom mother daughter relationship chaim topol norma crane leonard frey molly picon paul mann norman jewison this lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life affirming story of tevye topol a poor milkman whose love pride and faith help him face the oppression of turn of the century czarist russia nominated for eight academy awards,7.4,7.6239789999999985
Thunderball,adventure action thriller paris florida fighter pilot sanatorium secret organization sean connery claudine auger adolfo celi luciana paluzzi rik van nutter terence young a criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons the secret service sends james bond to the bahamas to once again save the world,6.5,31.036
Detention,horror comedy science fiction high school murder slasher horror spoof shanley caswell josh hutcherson spencer locke dane cook a d johnson joseph kahn as a killer named cinderhella stalks the student body at the high school in grizzly lake a group of co eds band together to survive while they re all serving detention,5.7,10.424596
Set It Off,drama action crime single parent bank robber last chance los angeles jada pinkett smith queen latifah vivica a fox kimberly elise blair underwood f gary gray four black women all of whom have suffered for lack of money and at the hands of the majority undertake to rob banks while initially successful a policeman who was involved in shooting one of the women s brothers is on their trail as the women add to the loot their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery,6.9,6.717994
Child's Play,horror thriller gun birthday voodoo toy stalker catherine hicks chris sarandon alex vincent brad dourif dinah manoff tom holland a single mother gives her son a beloved doll for his birthday only to discover that it is possessed with the soul of a serial killer,6.3,27.600843
Sicko,documentary bureaucracy usa corruption cuba medicine michael moore george w bush bill clinton hillary clinton billy crystal michael moore sicko is a michael moore documentary about the corrupt health care system in the united states who s main goal is to make profit even if it means losing peoples lives the more people you deny health insurance the more money we make is the business model for health care providers in america,7.3,14.098952
The Purge: Anarchy,horror thriller bus assault rifle sniper machete dystopia frank grillo carmen ejogo zach gilford kiele sanchez zo u00eb borde james demonaco three groups of people are trying to survive purge night when their stories intertwine and are left stranded in the purge trying to survive the chaos and violence that occurs,6.6,82.975841
Down to You,comedy drama family romance lovesickness new love love of one s life relocation man woman relation freddie prinze jr julia stiles selma blair shawn hatosy zak orth kris isacsson college coeds in new york city al the son of a celebrity chef and imogen a talented artist become smitten the second they lay eyes on one another at a bar however the road to happiness is not a smooth one outside forces including a predatory porn star who wants to lure al into her bed threaten to pull apart the young lovers before their romance has a chance to really flourish,4.9,3.269459
Harold & Kumar Go to White Castle,comedy adventure brother brother relationship amsterdam trip road trip cannabis john cho kal penn paula garc u00e9s neil patrick harris david krumholtz danny leiner sometimes it takes a strange night to put everything else into focus and that s exactly what happens to harold and his roommate kumar when they set out to get the best stoner fix money can buy white castle hamburgers both guys are at a crossroads about to make major decisions that will affect the course of their lives yet they arrive at wisdom by accident as they drive around new jersey in search of fast food,6.6,18.514292
The Contender,drama thriller politics suspense gary oldman joan allen jeff bridges christian slater sam elliott rod lurie political thriller about laine hanson s nomination and confirmation as vice president an allegation that she was involved in a sexual orgy at the age of 19 is leaked to the press as pressure mounts on laine she s torn between fighting back or sticking to her principles and refusing to comment on the allegations,6.7,7.029126
Boiler Room,crime drama thriller finances stock broker investment firm giovanni ribisi vin diesel nia long tom everett scott ben affleck ben younger a college dropout gets a job as a broker for a suburban investment firm which puts him on the fast track to success but the job might not be as legitimate as it sounds,6.5,11.233081
Trading Places,comedy christmas tree from rags to riches broker beggar dollar eddie murphy dan aykroyd jamie lee curtis jim belushi denholm elliott john landis a snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires,7.1,34.022209000000004
Black Christmas,horror thriller holiday difficult childhood childhood memory childhood trauma psychopath katie cassidy michelle trachtenberg kristen cloke mary elizabeth winstead lacey chabert glen morgan an escaped maniac returns to his childhood home on christmas eve which is now a sorority house and begins to murder the sorority sisters one by one a remake of the 1974 horror movie black christmas 1974,4.8,4.134327
Breakin' All the Rules,comedy romance best selling author jamie foxx morris chestnut jennifer esposito gabrielle union peter macnicol daniel taplitz inspired by his fianc e who dumped him a man publishes a break up handbook for men becoming a bestselling author in the process,5.8,6.9047339999999995
Henry V,war drama history action romance shakespeare hero kingdom war based on play kenneth branagh derek jacobi brian blessed james larkin paul scofield kenneth branagh gritty adaption of william shakespeare s play about the english king s bloody conquest of france,7.4,4.641006
The Savages,drama father son relationship depression parents kids relationship brother sister relationship professor laura linney philip seymour hoffman philip bosco cara seymour peter friedman tamara jenkins a sister and brother face the realities of familial responsibility as they begin to care for their ailing father,6.8,5.663889
Chasing Papi,comedy romance woman director roselyn s u00e1nchez sof u00eda vergara jaci velasquez eduardo ver u00e1stegui lisa vidal linda mendoza playboy thomas fuentes has so far been able to skate by in life on good looks and charm alone but when his duplicitous relationships with three women impassioned waitress cici meticulous lawyer lorena and bored socialite patricia spiral out of control he suffers a mental breakdown his doctor recommends that he choose just one girlfriend but can he choose in time before they discover his deception,6.3,1.118511
The Way of the Gun,action crime drama thriller gunslinger mexico hotel ransom mexican standoff benicio del toro ryan phillippe juliette lewis james caan taye diggs christopher mcquarrie parker and longbaugh are a pair of low level petty criminals living off the grid and funding their existence through unconventional and often illegal means wanting to move past petty crime they vow to get the proverbial big score,6.4,8.775844000000001
Igby Goes Down,comedy drama father son relationship patenonkel independent film falling in love kieran culkin claire danes jeff goldblum jared harris amanda peet burr steers a young man s peculiar upbringing renders him unable to competently cope with the struggle of growing up,6.5,2.062087
PCU,comedy mascot beer keg political correctness ultimate frisbee funky music jeremy piven chris young david spade megan ward sarah trigger hart bochner nervous high school senior tom lawrence visits port chester university where he gets a taste of politically correct college life when he s guided by fraternity wild man droz and his housemates at the pit but droz and his pals have rivals in nasty preppy rand mcpherson and the school s steely president with their house threatened with expulsion droz and company decide to throw a raging party where the various factions will collide,6.0,8.738737
The Ultimate Gift,romance drama family grandfather grandson relationship independent film wealth inheritance fight james garner drew fuller abigail breslin ali hillis bill cobbs michael o sajbel when his wealthy grandfather finally dies jason stevens fully expects to benefit when it comes to the reading of the will but instead of a sizable inheritance jason receives a test a series of tasks he must complete before he can get any money,6.8,4.976268
The Ice Pirates,action science fiction comedy rebel space war water sci fi comedy robert urich mary crosby michael d roberts anjelica huston john matuszak stewart raffill the time is the distant future where by far the most precious commodity in the galaxy is water the last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars the galaxy is ruled by an evil emperor john carradine presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets,5.7,3.810697
Trust the Man,comedy drama romance independent film david duchovny julianne moore billy crudup maggie gyllenhaal justin bartha bart freundlich overachieving actress rebecca moore must come to grips with her failing marriage to stay at home dad tom duchovny while rebecca s slacker brother tobey billy crudup can t seem to commit to his aspiring novelist girlfriend elaine maggie gyllenhaal as both relationships spin out of control the two couples embark on a quest to rediscover the magic and romance of falling in love in new york,5.5,5.2545
Hamlet 2,comedy music music teacher musical theatre milieu high school latina steve coogan catherine keener joseph julian soria melonie diaz arnie pantoja andrew fleming from the same people that brought you little miss sunshine hamlet 2 is the story of dana marschz a high school drama teacher facing the cancellation of his program a spoof on the typical story of bringing inner city and privileged youth together to succeed this offbeat comedy contains a hilarious musical finale,6.1,5.293362999999999
Velvet Goldmine,drama music gay great britain narration glam rock bisexual ewan mcgregor christian bale jonathan rhys meyers janet mcteer toni collette todd haynes almost a decade has elapsed since bowie esque glam superstar brian slade staged his own death and escaped the spotlight of the london scene now investigative journalist arthur stuart is on assignment to uncover the truth of the enigmatic slade s rise and fall stuart himself forged by the music of the 1970s explores the larger than life stars who were once his idols and what has become of them since the turn of the new decade,6.9,10.932711
